Mês/Ano,Razão Social,CNPJ,Instalação,Região,Estado,Município,Produto,Produção
08/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Nafta (m³),32244
08/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível (kg),127411547
08/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível Marítimo (kg),37774154
08/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S10 (m³),393709
08/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S500 (m³),461581
08/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Querosene de Aviação (m³),65477
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Cimento Asfáltico (kg),18007248
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,DMA-MGO (m³),26158
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Gasolina A (m³),51690
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,GLP (kg),1377572
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Nafta (m³),760
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível (kg),3147838
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível Marítimo (kg),20459420
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Diesel S500 (m³),13468
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Querosene de Aviação (m³),13817
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Asfalto (kg),451048
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Cimento Asfáltico (kg),26109611
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Coque (kg),43360000
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,DMA-MGO (m³),9285
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Gasolina A (m³),297728
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,GLP (kg),41173146
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Nafta (m³),621
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível (kg),42158104
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível Marítimo (kg),18248188
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S10 (m³),173315
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S500 (m³),302867
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene de Aviação (m³),8978
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene Iluminante (m³),150
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Solventes (m³),3246
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Butano (m³),1023
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Cimento Asfáltico (kg),17047970
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Coque (kg),44601512
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Gasolina A (m³),247124
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,GLP (kg),41151149
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Nafta (m³),122611
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível (kg),140292502
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível Marítimo (kg),46351745
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S10 (m³),182135
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S500 (m³),207693
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Outros Óleos Diesel (m³),1050
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Querosene de Aviação (m³),148468
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Querosene Iluminante (m³),52
08/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Solventes (m³),281
08/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Gasolina A (m³),104032
08/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,GLP (kg),13587969
08/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Combustível (kg),20479026
08/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Diesel S10 (m³),120112
08/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Solventes (m³),4025
08/2021,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,GLP (kg),3064865
08/2021,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,Óleo Combustível (kg),17883838
08/2021,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,Óleo Combustível Marítimo (kg),89169732
08/2021,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,Querosene de Aviação (m³),13331
08/2021,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Gasolina A (m³),77
08/2021,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Combustível (kg),67551048
08/2021,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,DMA-MGO (m³),1536
08/2021,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Gasolina A (m³),46094
08/2021,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Nafta (m³),0
08/2021,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Solventes (m³),0
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,DMA-MGO (m³),2303
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Gasolina A (m³),34684
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,GLP (kg),1399657
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Nafta (m³),407
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Combustível (kg),11620989
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Combustível Marítimo (kg),13645269
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Diesel S10 (m³),0
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Diesel S500 (m³),31037
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Querosene Iluminante (m³),261
08/2021,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Solventes (m³),2293
07/2021,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Gasolina A (m³),887
07/2021,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Nafta (m³),639
07/2021,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Óleo Combustível (kg),9276482
07/2021,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Óleo Diesel S500 (m³),3880
07/2021,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Solventes (m³),10416
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Asfalto (kg),539861
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Cimento Asfáltico (kg),15633320
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,DMA-MGO (m³),2364
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Lubrificantes (m³),6381
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Óleo Combustível (kg),6215331
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Óleo Combustível Marítimo (kg),2606221
07/2021,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Óleo Diesel S500 (m³),12947
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Asfalto (kg),152981
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Cimento Asfáltico (kg),20370692
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Coque (kg),29478480
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,DMA-MGO (m³),151844
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Gasolina A (m³),197750
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Gasolina A Premium (m³),452
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,GLP (kg),44008245
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Lubrificantes (m³),47334
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Nafta (m³),123061
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Combustível (kg),172697824
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Combustível Marítimo (kg),45075316
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Diesel S500 (m³),37813
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Parafinas (kg),2460616
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Propano (m³),27011
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Querosene de Aviação (m³),74464
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Asfalto (kg),1528648
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Cimento Asfáltico (kg),35605998
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Coque (kg),38042000
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Gasolina A (m³),186472
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,GLP (kg),27030690
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Combustível (kg),42100740
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Diesel S10 (m³),187834
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Diesel S500 (m³),168388
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene de Aviação (m³),38839
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene Iluminante (m³),168
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Asfalto (kg),165889
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Cimento Asfáltico (kg),7088868
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Coque (kg),16337000
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Gasolina A (m³),168482
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,GLP (kg),39842228
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Nafta (m³),94044
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Combustível (kg),58478527
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S10 (m³),195394
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S500 (m³),174277
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene de Aviação (m³),2703
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene Iluminante (m³),95
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Cimento Asfáltico (kg),10259600
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,DMA-MGO (m³),7143
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Gasolina A (m³),223621
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,GLP (kg),42699537
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Nafta (m³),60255
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível (kg),265248404
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível Marítimo (kg),109207497
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S10 (m³),202099
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S500 (m³),184244
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Querosene de Aviação (m³),13149
07/2021,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Solventes (m³),829
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Coque (kg),52152000
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,DMA-MGO (m³),25898
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A (m³),214722
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A Premium (m³),1807
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina de aviação (m³),6779
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,GLP (kg),30061769
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível (kg),21044542
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível Marítimo (kg),37885750
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S10 (m³),218667
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S500 (m³),189333
07/2021,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Solventes (m³),12837
07/2021,PETROLEO BRASILEIRO S/A,33000167049623,UN-SIX,SUL,Paraná,SAO MATEUS DO SUL,GLP (kg),120502
07/2021,PETROLEO BRASILEIRO S/A,33000167049623,UN-SIX,SUL,Paraná,SAO MATEUS DO SUL,Nafta (m³),2918
07/2021,PETROLEO BRASILEIRO S/A,33000167049623,UN-SIX,SUL,Paraná,SAO MATEUS DO SUL,Óleo Combustível (kg),14832491
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Asfalto (kg),133156
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Cimento Asfáltico (kg),20432382
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Coque (kg),114166575
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Gasolina A (m³),451404
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,GLP (kg),90671342
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Nafta (m³),58150
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível (kg),51865702
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível Marítimo (kg),90422183
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S10 (m³),421043
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S500 (m³),501773
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Outros Óleos Diesel (m³),3908
07/2021,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Querosene de Aviação (m³),42196
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Cimento Asfáltico (kg),12730529
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,DMA-MGO (m³),27837
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Gasolina A (m³),49796
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,GLP (kg),1618460
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Nafta (m³),2895
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível (kg),6892144
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível Marítimo (kg),18416952
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Diesel S500 (m³),15106
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Querosene de Aviação (m³),10907
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Butano (m³),377
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Cimento Asfáltico (kg),30856957
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Coque (kg),42460000
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,DMA-MGO (m³),5836
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Gasolina A (m³),267041
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,GLP (kg),43396995
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Nafta (m³),4386
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível (kg),38398437
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível Marítimo (kg),16329736
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S10 (m³),183292
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S500 (m³),255604
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene de Aviação (m³),2811
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene Iluminante (m³),151
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Solventes (m³),3814
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Asfalto (kg),62152
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Cimento Asfáltico (kg),13991204
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Coque (kg),46653390
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Gasolina A (m³),254666
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,GLP (kg),43606750
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Nafta (m³),89743
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível (kg),136453120
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível Marítimo (kg),22820225
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S10 (m³),181141
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S500 (m³),177951
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Outros Óleos Diesel (m³),1000
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Querosene de Aviação (m³),156963
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Querosene Iluminante (m³),54
07/2021,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Solventes (m³),275
