Mês/Ano,Razão Social,CNPJ,Instalação,Região,Estado,Município,Capacidade Autorizada (m³/d),Volume Processado  (m³/d),FUE (%)
01/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1731,76
02/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,905,40
03/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,2063,91
04/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1830,80
05/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,2211,97
06/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,2267,100
07/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1272,56
08/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1979,87
09/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,844,37
10/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,119,5
11/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1094,48
12/2022,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1686,74
01/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1337,59
02/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1187,52
03/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,0,0
04/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,453,20
05/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1355,60
06/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1945,86
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,2096,92
08/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,2274,1933,85
10/2022,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,5059,69
11/2022,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,4232,58
12/2022,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,4924,67
01/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,4559,62
02/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,3877,53
03/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,4767,65
04/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,4831,66
05/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,4232,58
06/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,5838,80
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,0,0
08/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,7300,0,0
01/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,5948,59
02/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8820,88
03/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8213,82
04/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8294,83
05/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7691,77
06/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7533,75
07/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7351,74
08/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8121,81
09/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9263,93
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8552,86
11/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7976,80
12/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7243,72
01/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7149,71
02/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7074,71
03/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7788,78
04/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,4956,50
05/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,6490,65
06/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7352,74
07/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7222,72
08/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8218,82
09/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8049,80
10/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,464,5
11/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,2460,25
12/2020,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,6772,68
01/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7802,78
02/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8101,81
03/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8320,83
04/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7028,70
05/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8007,80
06/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8965,90
07/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8134,81
08/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9427,94
09/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8964,90
10/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9426,94
11/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9595,96
12/2021,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9376,94
01/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9494,95
02/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8435,84
03/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8757,88
04/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9393,94
05/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9420,94
06/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9374,94
07/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9621,96
08/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9434,94
09/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9651,97
10/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9485,95
11/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9246,92
12/2022,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8657,87
01/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,8071,81
02/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7437,74
03/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,7601,76
04/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9806,98
05/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9554,96
06/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9440,94
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9676,97
08/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,10000,9621,96
01/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29705,74
02/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,27571,69
03/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29411,74
04/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,27328,68
05/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31076,78
06/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29318,73
07/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,32006,80
08/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29197,73
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31215,78
10/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,33773,84
11/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,35207,88
12/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,30604,77
01/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31378,78
02/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31040,78
03/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,33400,84
04/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,24557,61
05/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31047,78
06/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,25715,64
07/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,28397,71
08/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,28306,71
09/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29651,74
10/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,26009,65
11/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,27758,69
12/2020,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29996,75
01/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29334,73
02/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,32875,82
03/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,21284,53
04/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,15294,38
05/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,30141,75
06/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,34400,86
07/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31052,78
08/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29360,73
09/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,34105,85
10/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,35359,88
11/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,33449,84
12/2021,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,33856,85
01/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29189,73
02/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29118,73
03/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,29114,73
04/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,33672,84
05/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31196,78
06/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31187,78
07/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,36737,92
08/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,35676,89
09/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,36902,92
10/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,34838,87
11/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,32696,82
12/2022,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,35321,88
01/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,35060,88
02/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,38280,96
03/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,36189,90
04/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,34667,87
05/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,37158,93
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,37393,93
07/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,31882,80
08/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,40000,36877,92
01/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,22047,63
02/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23267,66
03/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,20517,59
04/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23948,68
05/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,20766,59
06/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23903,68
07/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,22536,64
08/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23454,67
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23847,68
10/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,21593,62
11/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,21332,61
12/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23068,66
01/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,22004,63
02/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24745,71
03/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24257,69
04/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,17687,51
05/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24176,69
06/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24093,69
07/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,20016,57
08/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23632,68
09/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,18818,54
10/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,21334,61
11/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,20910,60
12/2020,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,16920,48
01/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,14790,42
02/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24204,69
03/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,22890,65
04/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,22704,65
05/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26279,75
06/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27214,78
07/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26322,75
08/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24592,70
09/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24950,71
10/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23654,68
11/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,25563,73
12/2021,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26753,76
01/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,21849,62
02/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,20928,60
03/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24891,71
04/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26778,77
05/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27161,78
06/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,28150,80
07/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27578,79
08/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,29689,85
09/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,28764,82
10/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,25859,74
11/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26407,75
12/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26747,76
01/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,19840,57
02/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,6155,18
03/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,14004,40
04/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23700,68
05/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24597,70
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27724,79
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26980,77
08/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,29809,85
10/2021,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,40495,67
11/2021,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41458,69
12/2021,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41501,69
01/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,36903,62
02/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,42171,70
03/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,42845,71
04/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,37666,63
